Empresa;Projeto;Categoria;jan/24;fev/24;mar/24;abr/24;mai/24;jun/24;jul/24;ago/24;set/24;out/24;nov/24;dez/24;jan/25;fev/25;mar/25;abr/25;mai/25;jun/25;jul/25;ago/25;set/25;out/25;nov/25;dez/25;jan/26;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;9;6;6;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;1566;;4229;637;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;290;304;443;403;444;472;101;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;515;444;545;13;184;1596;702;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;248;;119;397;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;21;23;36;36;;38;43;35;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;7;8;12;11;;14;12;9;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;4245;4424;6461;5856;5898;7377;6478;4961;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;854;743;952;638;1169;803;1000;835;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;458;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;380;334;256;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;299;;1259;323;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;249;148;100;166;62;43;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;441;217;168;;;145;107;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;213;;;169;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;18;11;8;15;;3;10;18;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;6;4;3;5;;1;3;5;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;3638;2163;1460;2427;796;670;1456;2515;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;359;242;159;512;87;73;159;274;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;136;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;35;75;130;
Mar_BR;Ybox;Despesas Administrativas;;;;;;;;;;;;;;;;;;;74;;;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;56;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;70;101;128;12;10;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;103;169;;;35;;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;130;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;5;8;11;;1;;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;2;3;4;;0;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;1024;1470;1864;149;161;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;115;160;203;16;18;;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;8;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;689;;602;327;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;400;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;45;32;491;526;144;496;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;81;47;153;;;318;41;;
Mar_BR;Casa Tupi 771 - Anexo;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;33;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;39;;;128;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;3;2;7;11;;8;10;18;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;1;2;3;;3;3;5;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;665;471;1333;1836;1837;1504;1484;2543;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;66;53;145;200;201;164;162;277;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;52;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;78;76;131;
Mar_BR;Ybox;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;76;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;528;1509;4170;2480;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;2200;2200;2200;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;239;213;226;334;462;314;93;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;717;377;330;558;;;459;;
Mar_BR;Casa Tupi 771 - Anexo;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;4272;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;194;182;;;357;;;;
Mar_BR;Mar Brasil - Rateio;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;4172;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;17;16;17;26;32;;21;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;6;5;6;9;10;;6;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;2981;3109;3285;4865;6540;4025;3414;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;345;307;367;530;713;440;372;;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;183;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;176;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;10262;;6;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;108;1152;1025;2138;35;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;159;1841;;;3;0;;
Mar_BR;D.Z.M;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;343;;;;;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;1040;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;8;79;92;;3;0;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;3;27;28;;1;0;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;1580;16081;17953;28216;548;7;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;177;1691;1629;2993;60;1;;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;1;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;28;0;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;59;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;2;;;12;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;3;;;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;0;;;;;;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;0;;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;26;;;157;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;3;;;17;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;258;;854;159;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;284;57;82;54;130;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;416;95;;;;;;
Mar_BR;D.Z.M;Despesas Administrativas;;;;;;;;;;;;;;;;;;2382;49;;;;1470;1470;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;;;83;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;22;4;7;;11;;9;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;7;2;2;;4;;2;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;10;4144;829;1315;783;2029;988;1238;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;463;90;131;75;221;108;135;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;93;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;104;51;64;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;942;;757;188;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;10;114;83;121;196;30;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;18;166;139;19;;101;64;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;9;;;111;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;1;9;6;10;;2;6;10;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;0;3;2;3;;1;2;3;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;149;1658;1210;1771;2512;466;876;1465;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;15;185;132;191;275;51;95;160;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;82;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;24;45;75;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;24;754;13;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;35;1262;;;;;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;13;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;2;33;1;;;;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;1;11;0;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;354;10996;187;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;40;1211;20;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;174;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;2;26;32;15;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;3;43;47;49;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;3;1;;;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;1;0;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;25;377;470;227;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;3;42;51;25;;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;12;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;191;;;389;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;42;42;43;40;35;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;62;70;;;119;;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;44;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;3;3;4;;3;;21;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;1;1;1;;1;;6;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;617;612;633;509;549;;3026;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;69;67;69;56;60;;330;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;28;;156;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;126;;205;52;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;28;29;26;27;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;46;;;14;17;;
Mar_BR;Casa Tupi 771 - Anexo;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;78;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;29;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;2;3;;2;2;3;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;1;1;;1;0;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;403;417;335;420;238;403;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;44;45;37;44;26;44;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;22;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;15;12;21;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;565;;939;239;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;116;122;122;127;118;105;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;206;179;204;;;355;80;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;99;;;129;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;8;9;9;11;;9;8;13;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;3;3;3;4;;3;2;3;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;1695;1781;1781;1859;1506;1639;1086;1856;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;167;199;194;203;165;178;118;202;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;102;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;84;56;96;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;961;;1065;1002;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;760;;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;182;213;191;197;200;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Administrativas;;;;;;;;;;;;;;;;;;323;311;319;;;;57;;
Mar_BR;Eventuais B2G;Despesas Administrativas;;;;;;;;;;;;;;;;;;156;;;200;;;;;
Mar_BR;Rede Alpha;Despesas Administrativas;;;;;;;;;;;;;;;;;;13;16;15;18;;;5;12;
Mar_BR;Rossi Advogados;Despesas Administrativas;;;;;;;;;;;;;;;;;;5;6;5;5;;;1;3;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Administrativas;;;;;;;;;;;;;;;;;;2664;3102;2779;2875;2562;;780;1706;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;263;347;303;313;280;;85;186;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;73;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;40;88;
Mar_BR;Eventuais B2G;Impostos;;;;;;;;;;;;;;;;;;4851;;;;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;;111;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Impostos;;;;;;;;;;;;;;;;;;234;;;;570;;227;;
Mar_BR;Rede Alpha;Impostos;;;;;;;;;;;;;;;;;;68;73;73;104;116;116;92;592;
Mar_BR;Rossi Advogados;Impostos;;;;;;;;;;;;;;;;;;62;66;66;66;66;66;66;97;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;10;;27094;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Impostos;;;;;;;;;;;;;;;;;;2464;2464;2464;2464;2148;2004;;;
Mar_BR;Eventuais B2G;Impostos;;;;;;;;;;;;;;;;;;;;;2831;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Impostos;;;;;;;;;;;;;;;;;;35950;35950;35950;35950;35950;35950;35950;35950;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Impostos;;;;;;;;;;;;;;;;;;8305;8937;8937;8937;8937;8937;15026;;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;;9165;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;9566;9566;5336;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;240;;20;14;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Impostos;;;;;;;;;;;;;;;;;;;20;7;5;50;12;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Impostos;;;;;;;;;;;;;;;;;;;29;12;;;40;2;;
Mar_BR;Eventuais B2G;Impostos;;;;;;;;;;;;;;;;;;;;;6;;;;;
Mar_BR;Rede Alpha;Impostos;;;;;;;;;;;;;;;;;;;2;1;0;;1;0;1;
Mar_BR;Rossi Advogados;Impostos;;;;;;;;;;;;;;;;;;;1;0;0;;0;0;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Impostos;;;;;;;;;;;;;;;;;;;293;105;79;640;186;23;106;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Impostos;;;;;;;;;;;;;;;;;;;33;11;9;70;20;2;12;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;;2;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;10;1;5;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;5697;;9579;3725;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Impostos;;;;;;;;;;;;;;;;;;1144;1149;1157;1088;1187;1169;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Impostos;;;;;;;;;;;;;;;;;;2029;1679;1934;;;3952;815;;
Mar_BR;Eventuais B2G;Impostos;;;;;;;;;;;;;;;;;;978;;;1104;;;;;
Mar_BR;Rede Alpha;Impostos;;;;;;;;;;;;;;;;;;84;88;90;98;;95;78;203;
Mar_BR;Rossi Advogados;Impostos;;;;;;;;;;;;;;;;;;29;30;31;30;;34;20;53;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Impostos;;;;;;;;;;;;;;;;;;16727;16733;16859;15878;15192;18270;11081;12171;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Impostos;;;;;;;;;;;;;;;;;;1653;1870;1836;1730;1662;1989;1207;3161;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;;1036;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;942;571;1494;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;4387;;23440;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Impostos;;;;;;;;;;;;;;;;;;1574;1683;1653;1729;2747;1704;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Impostos;;;;;;;;;;;;;;;;;;8694;7335;8342;;;10549;3610;;
Mar_BR;Eventuais B2G;Impostos;;;;;;;;;;;;;;;;;;1347;;;3605;;;;;
Mar_BR;Rede Alpha;Impostos;;;;;;;;;;;;;;;;;;115;129;128;155;343;342;190;186;
Mar_BR;Rossi Advogados;Impostos;;;;;;;;;;;;;;;;;;41;44;44;48;49;49;91;90;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Impostos;;;;;;;;;;;;;;;;;;23030;24512;24097;25238;38450;26643;27114;26482;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Impostos;;;;;;;;;;;;;;;;;;2276;2740;2624;2749;4194;2902;2954;2885;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;;2537;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Impostos;;;;;;;;;;;;;;;;;;;;;;;1374;1398;1366;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Receitas Financeiras;;;;;;;;;;;;;;;;;;;;;;;30;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Receitas Financeiras;;;;;;;;;;;;;;;;;;72;5;;;;6;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Receitas Financeiras;;;;;;;;;;;;;;;;;;227;7;;;;;;;
Mar_BR;Eventuais B2G;Receitas Financeiras;;;;;;;;;;;;;;;;;;58;;;;;;;;
Mar_BR;Rede Alpha;Receitas Financeiras;;;;;;;;;;;;;;;;;;5;0;;;;;;;
Mar_BR;Rossi Advogados;Receitas Financeiras;;;;;;;;;;;;;;;;;;2;0;;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Receitas Financeiras;;;;;;;;;;;;;;;;;;1213;71;;;;79;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Receitas Financeiras;;;;;;;;;;;;;;;;;;104;8;;;;9;;;
Mar_BR;Rossi Advogados;Receitas Financeiras;;;;;;;;;;;;;;;;;;4;;;;;;;;
Mar_BR;Rossi Advogados;Receitas Financeiras;;;;;;;;;;;;;;;;;;15;;;;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Receitas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;2;9;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Receitas Financeiras;;;;;;;;;;;;;;;;;;1;0;1;0;0;1;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Receitas Financeiras;;;;;;;;;;;;;;;;;;1;0;1;0;0;1;0;;
Mar_BR;Eventuais B2G;Receitas Financeiras;;;;;;;;;;;;;;;;;;0;;;;;;;;
Mar_BR;Rede Alpha;Receitas Financeiras;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
Mar_BR;Rossi Advogados;Receitas Financeiras;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Receitas Financeiras;;;;;;;;;;;;;;;;;;8;2;6;3;4;6;3;69;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Receitas Financeiras;;;;;;;;;;;;;;;;;;1;0;1;0;0;1;0;8;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Receitas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;0;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Receitas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;0;4;
